"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","znYl0","dSlJg src 2","znYl0 2","RfnDt 2"
"https://lh3.googleusercontent.com/a/AAcHTtcPL_ZmwsEg6Gr4AjAp5CfV_ijNkKMReueNO0CmqNYb=w36-h36-p-rp-mo-br100","Robert Hernandez","2 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","I had the nastiest bowl here. The lettuce was old, beans had so much water. I looked like a soup and the sour cream got mixed with the water. The employees were very rude, SHE SAID SHE COULD’NT DIDNT WANT TO SELL ME A SINGLE TACO.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtfB0jpLKzpVXuxjH8MaqCiU6Z1H9a1Y3N67hlGLGu28=w36-h36-p-rp-mo-br100","Kelly Hoffman","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","7 months ago","Disgusting. My bowl reaked of rotten ingredients before I opened the bag and sure enough rotten dairy odor and nearly black guac. Clearly no care for their patrons.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMRF33Xn-7s0PiBSRp8vEDTuJW3SOIpn1AyVZnZZd_1n134=w36-h36-p-rp-mo-br100","Latasha Vann","23 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","9 months ago","This location is terrible. They give you anything when you do a pickup order. If you wait in line, they give the smallest portion size, barely any meat and not even a tablespoon of guacamole for the extra $3. Ridiculous!","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMSnxlH5VxKcZ5pDR86PNzC_b1fc0R547PgRBBzfzDRx8ko=w36-h36-p-rp-mo-ba5-br100","Elias Fernandez","· 157 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","I eat Chipotle at several locations mostly on North side and I know what it should taste like as I always get the same meal. This location good was gross and is uneatable. The staff also did not properly close my steak bowl and on the walk …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a/AAcHTtevD7D0MFr-j5zoJKR0INvCag2EsKN7QOrua9shHeqy=w36-h36-p-rp-mo-br100","Greg Piwowarski","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","5 months ago","Paid for double steak received at best a half portion. Never going back. Chipotle corp didn’t seem to care either. If I could give negative stars I would.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtdF6bDXUZXFXg50n8iavbt2poy-1LWudLj0HUxp81pu=w36-h36-p-rp-mo-br100","Nicole D","10 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a month ago","I will never patronize this place again they are nasty. Me and a coworker witness one of the cooks, drop the spatula on the floor and picked it up and continue to use it to cook with.  We asked him was he gonna clean it off and he ignored us and continue to work like he didn’t hear  us. Disgusting!!!","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtelrwaP__wgzL4sY4Xoo2NgAQhradPeCKHWWszih4H1=w36-h36-p-rp-mo-br100","Destine Sears","8 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 months ago","Not going to lie. The Entire Staff That Is On Shift Monday June 5th, 2023, At 6:30PM-7:00PM were DISGUSTINGLY RUDE AND INAPPROPRIATE. I’m calling cooperate. The staff refused to serve me and threaten to spit in my food.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtdO5pRT4vHHDZ6rH1kSYwUboyt6BSkG866Z54HtHcrB=w36-h36-p-rp-mo-br100","Elizabeth Lehmann","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","6 months ago","I’d give a zero if possible. Never order from this chipotle, ever. I ordered twice in a row because the first time I got the wrong order completely (chicken bowl with all the wrong toppings instead of a veggie bowl. Reordered my veggie …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMSkkmSy_6zFZPaxQpvcJAZOg7AdiFZ0u8WtCmIrT9ld_4w=w36-h36-p-rp-mo-br100","Cristian Argomaniz","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","I’ve been ordering from this location for the last 4 months hoping to get better quality, but yet the continue to disappoint As a former chipotle employee of 3 years, this chipotle location is a complete let down. When I ask for extra …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMQoqnJAqdNuCEQqnONptlE-9JunPNByc_mF0bcLrS80UEU=w36-h36-p-rp-mo-ba5-br100","C.A.M.","· 211 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 months ago","Standard Chipotle experience with fast service and overall clean atmosphere. Large lunch rush from local office buildings. Lots of to-go traffic.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a/AAcHTtff-nqNlvNkn-PBQaG29d3kYQek6bEXSdj1IFOFUY2y=w36-h36-p-rp-mo-br100","Andrew Barnes","2 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","This is the only chipotle in the area but by far the worst chipotle I’ve been to. I’ve worked at chipotle in the past for 6 months, I understand how portions work and they give an insanely low amount of portions, less than what they’re …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMSu1B25TplZTcE9rivfWIXFiVcX2XpjqEtv-vvERYTBTxo=w36-h36-p-rp-mo-br100","Abel Morales","9 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 months ago","Terrible customer service, when ordering online food is never ready when app indicates it is. Food is usually undercook. Would not recommend.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMQHV7xfNiE83XW1cfS4RzB-KDBtyD9b5XJWskkTyn4uusQ=w36-h36-p-rp-mo-ba3-br100","Sean Soni","· 74 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a week ago","Worst chipotle ever.  Got 4 delivery orders in a row wrong.  Idiots.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMRogxrMHN5AKqvQDSsQmeSplYlOzrIoEvwGS6TLP2k--g=w36-h36-p-rp-mo-br100","Ty Ty","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 months ago","This restaurant is so petty they threw a bag a me and I had to calm myself down so never go here","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTteoHUQxxHgiXo8nFfi7Nq_9ddo_PXUo-WFKFlc5m-hp=w36-h36-p-rp-mo-br100","Salvador No","65 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","8 months ago","Went here today and the nicest employee took my order. Then as i was eating maybe 15+ min later i overheard the manager harassing her about checking her phone for less than 5 seconds. I overheard them argue and she tried to send her home. …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtc0z4XnO8od0xA6ueEptCGuNlVcuDg2yKeodsujLdYPdw=w36-h36-p-rp-mo-br100","Dewayne Lucas","9 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","9 months ago","Just had a horrible experience with a woman named Lucille, who said she was the manager. I shop here all the time and never had any issues. I was pointing through the glass at toppings that I wanted, and she, very rudely yelled, “can you …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMRnme1GqoWoidfzVAGGFQKw5dBmo_Mz_M8j4DWJHHuiQZas=w36-h36-p-rp-mo-ba4-br100","Ramya Sadagopan","· 76 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","4 years ago","I ordered a veggie bowl and the vegetables were burnt (not roasted) ....and the white rice was not cooked well. I had a bunch of raw rice grains in my bowl.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
